Frequency (Hz)	Level (dB)
442.382812	-76.896141
443.359375	-77.036255
444.335938	-76.437233
445.312500	-76.748184
446.289062	-76.548981
447.265625	-76.047379
448.242188	-76.106956
449.218750	-76.414574
450.195312	-77.231262
451.171875	-76.379272
452.148438	-76.211914
453.125000	-75.919151
454.101562	-76.445709
455.078125	-75.815781
456.054688	-76.157082
457.031250	-76.426727
458.007812	-76.934067
458.984375	-76.518600
459.960938	-76.167503
460.937500	-76.050163
461.914062	-76.162354
462.890625	-76.481934
463.867188	-76.081863
464.843750	-76.615578
465.820312	-75.747482
466.796875	-75.966507
467.773438	-76.088692
468.750000	-76.667992
469.726562	-76.193909
470.703125	-75.956459
471.679688	-75.572617
472.656250	-75.421165
473.632812	-76.994064
474.609375	-75.681488
475.585938	-76.227585
476.562500	-75.587555
477.539062	-75.556763
478.515625	-75.480019
479.492188	-74.959816
480.468750	-76.129974
481.445312	-75.200241
482.421875	-75.035233
483.398438	-74.612679
484.375000	-74.849197
485.351562	-75.747704
486.328125	-75.641815
487.304688	-75.242363
488.281250	-74.572044
489.257812	-74.363159
490.234375	-75.468475
491.210938	-74.591240
492.187500	-74.485428
493.164062	-74.888412
494.140625	-74.271439
495.117188	-73.686157
496.093750	-74.034866
497.070312	-74.769630
498.046875	-74.812393
499.023438	-74.240845
500.000000	-74.079384
500.976562	-73.109688
501.953125	-73.965935
502.929688	-73.951180
503.906250	-73.305222
504.882812	-74.008568
505.859375	-73.966362
506.835938	-72.411713
507.812500	-73.276283
508.789062	-72.744942
509.765625	-73.294617
510.742188	-72.243904
511.718750	-73.055351
512.695312	-72.772804
513.671875	-72.969742
514.648438	-73.424675
515.625000	-72.440651
516.601562	-72.014969
517.578125	-72.837410
518.554688	-71.954521
519.531250	-71.555634
520.507812	-71.563644
521.484375	-71.268875
522.460938	-72.068695
523.437500	-71.304703
524.414062	-71.307655
525.390625	-70.962410
526.367188	-70.376419
527.343750	-70.577797
528.320312	-70.072739
529.296875	-69.583046
530.273438	-70.284386
531.250000	-69.786720
532.226562	-69.676674
533.203125	-69.169022
534.179688	-69.685440
535.156250	-69.045715
536.132812	-69.530113
537.109375	-68.735168
538.085938	-69.320343
539.062500	-69.734161
540.039062	-68.157692
541.015625	-67.802353
541.992188	-67.741592
542.968750	-68.505531
543.945312	-68.379570
544.921875	-67.369987
545.898438	-67.100159
546.875000	-66.921700
547.851562	-66.448479
548.828125	-66.583916
549.804688	-66.863876
550.781250	-67.403633
551.757812	-66.842896
552.734375	-65.792259
553.710938	-65.603432
554.687500	-65.708946
555.664062	-64.970703
556.640625	-64.520821
557.617188	-64.975937
558.593750	-64.600685
559.570312	-63.407337
560.546875	-63.700146
561.523438	-63.237881
562.500000	-62.292862
563.476562	-63.462570
564.453125	-62.436306
565.429688	-62.510498
566.406250	-61.831833
567.382812	-61.278793
568.359375	-61.999153
569.335938	-61.976742
570.312500	-61.710556
571.289062	-60.873211
572.265625	-60.424732
573.242188	-60.939842
574.218750	-60.791870
575.195312	-61.411674
576.171875	-60.898598
577.148438	-60.848431
578.125000	-60.920673
579.101562	-62.199440
580.078125	-61.605892
581.054688	-61.607368
582.031250	-62.019196
583.007812	-61.188423
583.984375	-61.835098
584.960938	-62.544224
585.937500	-62.479435
586.914062	-61.784203
587.890625	-62.598747
588.867188	-63.274170
589.843750	-63.770061
590.820312	-64.679619
591.796875	-64.017059
592.773438	-64.608932
593.750000	-65.125534
594.726562	-65.291901
595.703125	-65.540337
596.679688	-65.773026
597.656250	-66.554825
598.632812	-66.136269
599.609375	-65.262482
600.585938	-66.738480
601.562500	-67.693192
602.539062	-66.778793
603.515625	-68.055771
604.492188	-68.180473
605.468750	-67.535530
606.445312	-66.826813
607.421875	-67.848572
608.398438	-68.373039
609.375000	-67.531502
610.351562	-68.340767
611.328125	-69.495842
612.304688	-69.585648
613.281250	-67.915306
614.257812	-68.901245
615.234375	-69.898994
616.210938	-70.109734
617.187500	-69.743950
618.164062	-70.229149
619.140625	-70.078896
