Frequency (Hz)	Level (dB)
695.312500	-74.753708
696.289062	-74.723312
697.265625	-74.283844
698.242188	-74.518166
699.218750	-74.559219
700.195312	-75.196152
701.171875	-74.326004
702.148438	-74.450676
703.125000	-73.766411
704.101562	-74.728012
705.078125	-74.752495
706.054688	-74.395821
707.031250	-73.457603
708.007812	-73.659531
708.984375	-73.833138
709.960938	-74.466743
710.937500	-74.303047
711.914062	-74.500626
712.890625	-73.544174
713.867188	-73.436409
714.843750	-73.354378
715.820312	-73.066528
716.796875	-74.329269
717.773438	-74.292107
718.750000	-73.460136
719.726562	-73.738327
720.703125	-72.889847
721.679688	-73.908310
722.656250	-73.290840
723.632812	-72.980949
724.609375	-72.415382
725.585938	-73.154663
726.562500	-72.670677
727.539062	-72.882751
728.515625	-71.770660
729.492188	-72.943100
730.468750	-72.230415
731.445312	-72.418457
732.421875	-72.474663
733.398438	-71.715477
734.375000	-71.142082
735.351562	-71.598373
736.328125	-71.625832
737.304688	-71.334740
738.281250	-71.562019
739.257812	-70.515411
740.234375	-69.848213
741.210938	-71.715431
742.187500	-71.239906
743.164062	-70.481415
744.140625	-70.282692
745.117188	-70.234818
746.093750	-70.052917
747.070312	-70.923813
748.046875	-70.790726
749.023438	-70.061844
750.000000	-69.804939
750.976562	-69.822083
751.953125	-69.875977
752.929688	-69.713303
753.906250	-68.719124
754.882812	-68.766037
755.859375	-68.350594
756.835938	-69.378525
757.812500	-68.223129
758.789062	-67.770119
759.765625	-67.894646
760.742188	-67.465675
761.718750	-67.773331
762.695312	-67.491325
763.671875	-68.136559
764.648438	-68.184021
765.625000	-67.536499
766.601562	-66.556427
767.578125	-67.064957
768.554688	-66.221275
769.531250	-66.091766
770.507812	-66.209221
771.484375	-66.089417
772.460938	-65.893219
773.437500	-65.637367
774.414062	-65.145172
775.390625	-65.593803
776.367188	-64.426064
777.343750	-65.277130
778.320312	-63.648056
779.296875	-63.733818
780.273438	-64.454094
781.250000	-64.327248
782.226562	-63.821510
783.203125	-63.779583
784.179688	-62.090321
785.156250	-62.295361
786.132812	-61.893742
787.109375	-62.122578
788.085938	-61.678715
789.062500	-61.523853
790.039062	-61.839409
791.015625	-61.192158
791.992188	-60.888908
792.968750	-60.801342
793.945312	-60.780655
794.921875	-60.598740
795.898438	-60.896244
796.875000	-60.702465
797.851562	-59.812538
798.828125	-60.539051
799.804688	-60.853039
800.781250	-60.442497
801.757812	-61.118401
802.734375	-61.185627
803.710938	-60.287975
804.687500	-60.740898
805.664062	-60.289085
806.640625	-61.048706
807.617188	-60.526573
808.593750	-61.396847
809.570312	-61.174541
810.546875	-62.051327
811.523438	-62.921371
812.500000	-62.283104
813.476562	-61.936710
814.453125	-62.613708
815.429688	-62.951965
816.406250	-62.824890
817.382812	-63.662792
818.359375	-64.125847
819.335938	-63.815853
820.312500	-65.069778
821.289062	-64.038101
822.265625	-64.382858
823.242188	-65.669395
824.218750	-65.335487
825.195312	-66.541641
826.171875	-65.115273
827.148438	-64.788963
828.125000	-65.744125
829.101562	-66.307114
830.078125	-66.745613
831.054688	-66.160774
832.031250	-67.000183
833.007812	-66.358505
833.984375	-67.175377
834.960938	-67.706017
835.937500	-67.600159
836.914062	-67.658890
837.890625	-67.910332
838.867188	-68.045288
839.843750	-67.683990
840.820312	-68.648659
841.796875	-69.181122
842.773438	-69.248100
843.750000	-68.888023
844.726562	-68.437515
845.703125	-68.549530
846.679688	-69.291626
847.656250	-69.141029
848.632812	-68.629913
849.609375	-69.228882
850.585938	-70.658569
851.562500	-70.639481
852.539062	-70.640251
853.515625	-70.341454
854.492188	-69.618851
855.468750	-70.395416
856.445312	-70.351013
857.421875	-69.837250
858.398438	-70.263321
859.375000	-71.007690
860.351562	-70.957413
861.328125	-70.674110
862.304688	-70.800209
863.281250	-70.593597
864.257812	-70.605820
865.234375	-70.941956
866.210938	-69.615181
867.187500	-71.078041
868.164062	-72.280334
869.140625	-71.510277
870.117188	-71.526009
871.093750	-71.819351
872.070312	-71.745552
873.046875	-71.750587
874.023438	-72.758759
875.000000	-71.838974
875.976562	-71.400772
876.953125	-72.228745
877.929688	-72.340279
878.906250	-72.484329
879.882812	-72.940704
880.859375	-72.691353
881.835938	-72.371399
882.812500	-72.527481
883.789062	-71.927383
884.765625	-71.909462
885.742188	-72.608383
886.718750	-72.571411
887.695312	-72.029991
888.671875	-72.474991
889.648438	-72.739014
890.625000	-73.026337
891.601562	-73.299896
892.578125	-73.589966
893.554688	-73.546387
894.531250	-73.118217
895.507812	-74.117508
896.484375	-73.727905
897.460938	-73.359680
898.437500	-74.020012
899.414062	-73.695061
900.390625	-73.798233
901.367188	-73.515266
902.343750	-73.817444
903.320312	-73.842117
904.296875	-74.174049
905.273438	-73.049637
906.250000	-73.557602
907.226562	-73.542633
908.203125	-73.728683
909.179688	-73.730774
910.156250	-73.203560
911.132812	-73.909782
912.109375	-73.054077
913.085938	-73.228577
914.062500	-74.287170
915.039062	-73.982002
916.015625	-73.960289
916.992188	-73.870819
917.968750	-73.946754
918.945312	-72.866196
919.921875	-73.830482
920.898438	-73.831940
921.875000	-74.239098
922.851562	-74.579994
923.828125	-73.668205
924.804688	-73.395782
925.781250	-73.116585
926.757812	-73.996147
927.734375	-72.683273
928.710938	-73.312500
929.687500	-74.113579
930.664062	-73.854385
931.640625	-72.743454
932.617188	-73.404739
933.593750	-73.646469
934.570312	-73.221481
935.546875	-73.969986
936.523438	-73.247093
937.500000	-72.578079
938.476562	-73.665619
939.453125	-73.601837
940.429688	-72.914490
941.406250	-73.929482
942.382812	-73.777840
943.359375	-73.194977
944.335938	-73.455070
945.312500	-72.766281
946.289062	-73.893181
947.265625	-73.774323
948.242188	-73.305389
949.218750	-72.822212
950.195312	-72.890625
951.171875	-73.064957
952.148438	-72.605576
953.125000	-72.320137
954.101562	-73.202499
955.078125	-73.596634
956.054688	-73.733795
957.031250	-72.722656
958.007812	-72.402489
958.984375	-73.308334
959.960938	-72.603867
960.937500	-71.377861
961.914062	-72.484016
962.890625	-72.491028
