Frequency (Hz)	Level (dB)
1019.531250	-71.422836
1020.507812	-69.945091
1021.484375	-69.789307
1022.460938	-69.917633
1023.437500	-69.770576
1024.414062	-69.287712
1025.390625	-69.073471
1026.367188	-69.141266
1027.343750	-68.850548
1028.320312	-68.564445
1029.296875	-68.886429
1030.273438	-68.247704
1031.250000	-68.161789
1032.226562	-68.407730
1033.203125	-67.806206
1034.179688	-67.891769
1035.156250	-68.145020
1036.132812	-67.867401
1037.109375	-68.644470
1038.085938	-67.650085
1039.062500	-67.396721
1040.039062	-67.500252
1041.015625	-67.387123
1041.992188	-66.698135
1042.968750	-66.687561
1043.945312	-66.797127
1044.921875	-66.171700
1045.898438	-65.919861
1046.875000	-66.343781
1047.851562	-66.372864
1048.828125	-66.588966
1049.804688	-65.718796
1050.781250	-64.361328
1051.757812	-64.629906
1052.734375	-65.002892
1053.710938	-64.556099
1054.687500	-64.112358
1055.664062	-63.856968
1056.640625	-64.292435
1057.617188	-63.668884
1058.593750	-63.915928
1059.570312	-63.239521
1060.546875	-63.838039
1061.523438	-62.964848
1062.500000	-63.048611
1063.476562	-63.341774
1064.453125	-62.324974
1065.429688	-61.866627
1066.406250	-62.851906
1067.382812	-60.879009
1068.359375	-61.138283
1069.335938	-60.860390
1070.312500	-61.177040
1071.289062	-61.071941
1072.265625	-60.736755
1073.242188	-60.519081
1074.218750	-59.870564
1075.195312	-58.889282
1076.171875	-59.402546
1077.148438	-59.079041
1078.125000	-59.288570
1079.101562	-58.646873
1080.078125	-57.590042
1081.054688	-58.742168
1082.031250	-58.782146
1083.007812	-58.112549
1083.984375	-58.415607
1084.960938	-59.314194
1085.937500	-57.892082
1086.914062	-58.026077
1087.890625	-58.630047
1088.867188	-58.721931
1089.843750	-57.426022
1090.820312	-57.547493
1091.796875	-58.568447
1092.773438	-58.884689
1093.750000	-59.435555
1094.726562	-58.528168
1095.703125	-58.459660
1096.679688	-59.505047
1097.656250	-59.624203
1098.632812	-60.127621
1099.609375	-60.335716
1100.585938	-61.014645
1101.562500	-60.257244
1102.539062	-60.068027
1103.515625	-60.808720
1104.492188	-61.788921
1105.468750	-61.087784
1106.445312	-61.230076
1107.421875	-61.909843
1108.398438	-61.910599
1109.375000	-61.845203
1110.351562	-61.993435
1111.328125	-63.425018
1112.304688	-62.904987
1113.281250	-63.457890
1114.257812	-62.667740
1115.234375	-63.138432
1116.210938	-64.025757
